innocent,4
means,2
witnesses,3
offered,1
declare,1
pronouncement,1
receiving,1
trial,1
escaped,1
heretic,2
discussed,1
protecting,1
executed,1
god,3
archer,1
process,1
examining,1
frivolous,1
diligently,2
secular,1
truth,1
produced,1
suspected,4
offerings,1
life,1
heard,1
purpose,1
confession,1
comforting,1
mercy,1
accusation,2
reputation,1
previous,1
theologians,1
town,1
impenitent,1
legitimate,2
aforesaid,1
generally,1
relapsed,2
make,1
heresy,9
commonly,1
proved,5
equity,1
witch,2
immune,1
bewitchments,1
connivent,1
penitent,1
injury,1
publicly,1
convicted,3
subject,1
wizard,1
sentence,7
torture,1
crime,3
substantiated,1
disagreed,1
wherefore,2
consultation,1
judges,1
tribunal,1
give,1
discharge,1
freely,1
weapons,1
defamed,4
effect,1
fitting,1
inquired,1
absolution,2
case,6
counsel,1
favouring,1
removed,1
noted,1
commissioned,1
note,1
enchanter,1
account,1
midwife,1
inquire,1
sitting,1
altogether,1
found,17
defiantly,1
accused,7
fraudulent,1
act,1
brought,1
confessed,3
place,1
eyes,3
examined,2
skilled,1
proceed,2
repeatedly,1
behold,1
definitive,1
present,2
method,1
enemy,1
appeals,1
unlawful,1
pass,1
time,2
lightly,1
heretics,1
sanctions,1
learned,1
witchcraft,2
causing,1
true,1
holy,1
countenance,1
invoking,1
procedure,1
main,1
gravely,1
calling,1
unfittingly,1
bishop,3
devil,1
inquiry,1
put,1
production,1
judgement,2
strongly,1
judge,3
legally,6
fact,2
issue,1
final,2
facts,1
diocese,1
gospels,1
christ,1
view,1
judged,1
evidence,2
pronounced,1
canonical,1
absolved,2
condemned,1
absented,1
manner,3
observed,1
questions,1
pronounce,1
proper,1
notwithstanding,1
death,1
saving,1
declaration,1
care,1
infants,1
lawyers,2
condescended,1
things,1
