swear,4
required,1
backsliders,1
accused,5
god,4
enjoin,1
deputy,1
penalty,1
chamber,1
subject,1
deeds,1
examined,2
teach,2
carefully,2
dismissed,1
future,1
fire,1
rest,2
digested,1
sitting,1
punishment,3
proper,1
standing,1
consultation,1
crime,1
severely,2
irrefragable,1
ensue,1
deservedly,1
religious,1
eyes,2
judged,1
follow,1
great,1
endure,1
willingly,1
territory,1
careful,1
part,1
find,1
ready,1
found,1
detestation,1
persons,1
relapses,1
provided,1
matter,3
church,3
previously,1
mine,1
convicted,1
repent,1
trial,1
backslider,1
read,1
merits,2
hold,3
heart,2
jesus,1
abjuration,6
publicly,1
devil,1
punished,3
canon,1
holy,7
turn,1
officers,1
procedure,1
omit,1
crimes,1
speak,1
effect,1
son,1
fall,1
wold,1
men,1
consulted,1
strength,1
truth,1
suffer,1
diligently,1
penance,4
indications,2
proceed,1
fourth,1
pronounced,1
aforesaid,3
light,7
abominates,1
tribunal,1
court,3
revoke,1
failed,1
concluding,1
renounce,1
legitimate,1
lips,2
witnesses,1
public,2
apostolic,1
engender,1
adhere,2
reconciled,1
fit,1
speech,3
judge,4
secular,2
bring,1
render,1
submit,1
countenance,1
diocese,1
forsworn,1
preaches,1
common,2
daughter,1
entertained,1
impose,1
opinion,1
set,2
process,4
lawyers,1
relapse,1
learned,2
suspect,1
believes,1
equity,1
held,2
person,1
associate,1
defend,1
guilty,1
method,1
hearts,1
abjured,4
small,1
danger,1
adhered,2
ignorantly,1
fulfill,1
words,1
production,1
familiar,1
practices,1
unworthily,1
sentence,4
conducted,1
unpunished,1
accusatus,1
godâ,1
presence,1
suspicion,6
confession,1
knowingly,1
company,1
believed,1
forbid,1
wicked,1
notary,1
care,1
city,3
liable,1
faith,3
defended,1
angels,1
makes,1
weighed,1
naming,1
behalf,1
condemn,1
case,3
facts,1
understand,1
delivered,2
secretly,1
prince,1
account,2
observes,1
committed,2
mercy,2
eminent,1
due,1
roman,1
inquisitors,1
bishop,4
penitence,1
strong,4
sets,1
christ,1
beware,1
vehement,1
lightly,2
witches,2
expert,1
profess,2
lord,3
sort,1
confesses,1
catholic,2
purged,1
hand,1
gospels,3
extreme,1
make,1
made,3
intend,1
prosecutors,1
place,1
citizen,1
evidence,1
saints,1
undergo,1
present,2
manner,2
abjure,5
errors,1
eternal,1
law,2
suspected,4
heresy,15
