evidences,1
suspected,2
public,1
heresies,1
life,1
proved,2
shows,1
equity,1
denies,2
child,2
matter,1
heresy,5
legitimate,2
reputation,3
years,1
fitting,1
town,1
confess,2
summa,1
suffer,1
strongly,1
harmed,1
production,1
publicly,1
witness,1
inquire,1
reputed,2
gravely,1
general,1
canon,1
join,1
warrant,1
henry,1
confesses,2
found,1
suitable,1
suspicion,1
agreed,1
threatened,1
conviction,1
proofs,1
devil,1
plainly,1
person,6
words,1
village,1
explained,2
point,1
secular,1
depressed,1
instance,1
precipitately,1
eye,1
singly,1
constitute,1
penalty,1
preacher,1
sufficient,4
questions,1
summary,1
committed,1
proceeding,1
ten,1
show,2
visible,2
condition,1
thought,1
secretly,1
thing,1
judge,3
stoutly,1
extreme,1
work,2
discrepancies,1
agreement,3
variously,1
sorcery,1
prison,2
conjunction,1
conclusion,1
oath,1
understood,1
tangible,1
circumstances,1
thirdly,1
evident,2
openly,1
threats,1
considerations,2
provided,2
suspicions,1
deprived,1
instruments,1
bad,1
segusio,1
treats,1
crime,2
consign,1
abolendam,1
sentence,1
proof,2
number,2
asked,1
jurists,1
effect,1
healthy,1
punished,2
iii,1
true,1
report,1
confession,1
squalor,1
treated,1
denial,1
excommunicamus,1
bewitched,2
injuries,1
time,1
accusation,1
manner,4
enmity,1
heretics,1
milk,1
substance,1
considered,1
witches,1
impenitent,2
beast,2
maintains,1
witch,1
consideration,1
fact,15
deeds,1
imprisoned,1
forward,1
subject,1
concluded,1
evidence,11
proceeds,2
altogether,1
agree,3
arrives,1
question,2
accused,6
speaks,1
end,1
days,1
shown,1
power,1
uttered,1
witnesses,9
conduct,1
delivered,1
decide,1
beginning,1
court,1
chapter,2
crimes,1
manifestly,5
speak,1
short,1
year,1
depositions,3
punishment,1
witchcraft,3
confessed,1
ways,3
stronger,1
case,6
handed,1
faith,1
matters,1
points,2
courts,1
bernard,2
civil,1
law,2
answer,2
meet,1
